id,video_date,score,name
2,2021,11,Journey in Satchidananda
35,2021,11,Arular
46,2021,11,The Downward Spiral
52,2021,11,Dummy
69,2021,11,Things Fall Apart
95,2021,10,Sinner Get Ready
105,2021,10,The Turning Wheel
117,2021,9,KicK iii
157,2021,9,Promises
162,2021,9,Plastic Beach
167,2021,9,By the Time I Get to Phoenix
175,2021,9,LP!
211,2021,9,Henki
216,2021,9,Daddy’s Home
247,2021,8,Imperative Imperceptible Impulse
286,2021,8,Haram
296,2021,8,I LIE HERE BURIED WITH MY RINGS AND MY DRESSES
321,2021,8,For the First Time
323,2021,8,Forever in Your Heart
325,2021,8,Cavalcade
333,2021,8,The Color Blu(e)
347,2021,8,"ROADRUNNER: NEW LIGHT, NEW MACHINE"
427,2021,8,Faith in Persona
431,2021,8,"Actually, You Can"
459,2021,8,Palais d’argile
488,2021,8,Smiling with No Teeth
546,2021,8,Let Me Do One More
553,2021,8,Friends That Break Your Heart
558,2021,8,Heaux Tales
561,2021,8,SKA DREAM
620,2021,8,Fatigue
636,2021,8,Sometimes I Might Be Introvert
644,2021,8,HEY WHAT
653,2021,8,Mercurial World
689,2021,8,BRASS
699,2021,8,King’s Disease II
712,2021,8,CARNAGE
738,2021,8,…And Again Into the Light
748,2021,8,GUMBO’!
756,2021,8,Nurture
798,2021,8,Rainbow Bridge 3
810,2021,8,Madison
811,2021,8,TYRON
840,2021,8,A Beginner’s Mind
914,2021,8,GLOW ON
916,2021,8,Twin Shadow
923,2021,8,CALL ME IF YOU GET LOST
943,2021,8,Welfare Jazz
947,2021,8,OK Human
949,2021,8,Hitler Wears Hermes 8: Side B
953,2021,8,Half God
972,2021,8,Stand For Myself
1005,2021,7,30
1010,2021,7,Garbology
1013,2021,7,House of Lull . House of When
1018,2021,7,Yol
1041,2021,7,KICK ii
1042,2021,7,kiCK iiiii
1052,2021,7,Talk Memory
1064,2021,7,The Plugs I Met 2
1068,2021,7,If It Bleeds It Can Be Killed
1074,2021,7,Happier Than Ever
1098,2021,7,Bo Jackson
1109,2021,7,El madrileño
1113,2021,7,Violence Unimagined
1117,2021,7,Torn Arteries
1123,2021,7,Nice One
1144,2021,7,Sling
1158,2021,7,Bloodmoon: I
1159,2021,7,La Maquina
1177,2021,7,Spiral
1184,2021,7,BLACK METAL 2
1192,2021,7,Absolutely
1225,2021,7,Eternal Home
1259,2021,7,G_d’s Pee AT STATE’S END!
1260,2021,7,Fortitude
1275,2021,7,Mood Valiant
1289,2021,7,Seek Shelter
1297,2021,7,Any Shape You Take
1302,2021,7,The Off‐Season
1315,2021,7,Frailty
1317,2021,7,Jubilee
1342,2021,7,Delta Estácio Blues
1350,2021,7,A Martyr’s Reward
1357,2021,7,Donda
1378,2021,7,L.W.
1391,2021,7,Dawn of Chromatica
1393,2021,7,Chemtrails Over the Country Club
1404,2021,7,MONTERO
1406,2021,7,VOLCANIC BIRD ENEMY AND THE VOICED CONCERN
1424,2021,7,Home Video
1427,2021,7,Animal
1435,2021,7,Pray for Haiti
1439,2021,7,Sound Ancestors
1445,2021,7,The Path of the Clouds
1486,2021,7,Song of Sage: Post Panic!
1509,2021,7,SOUR
1565,2021,7,The Long and Short of It
1574,2021,7,Juno
1588,2021,7,BREAKING UP
1591,2021,7,NINE
1609,2021,7,An Evening With Silk Sonic
1627,2021,7,Black to the Future
1640,2021,7,Bright Green Field
1651,2021,7,Still Over It
1661,2021,7,"A Tiny House, In Secret Speeches, Polar Equals"
