id,video_date,score,name
15,2013,11,Plastic Surgery Disasters
29,2013,11,At Folsom Prison
33,2013,11,In the Court of the Crimson King
41,2013,11,Loveless
71,2013,11,The Velvet Underground & Nico
99,2013,10,Bitches Brew
115,2013,9,Teethed Glory & Injury
197,2013,9,Fetch
209,2013,9,…Like Clockwork
222,2013,9,Shaking the Habitual
225,2013,9,Virgins
284,2013,8,Race Music
291,2013,8,Exai
301,2013,8,Clash the Truth
312,2013,8,Dream River
327,2013,8,No Poison No Paradise
349,2013,8,General Dome
353,2013,8,Melophobia
354,2013,8,The Eulogy
372,2013,8,Pain Is Beauty
380,2013,8,midcity
389,2013,8,Comadre
403,2013,8,6ix Commandments
404,2013,8,Random Access Memories
407,2013,8,Drone Logic
414,2013,8,Psychic
420,2013,8,Sunbather
463,2013,8,BetterOffDEAD
473,2013,8,We Are the 21st Century Ambassadors of Peace & Magic
482,2013,8,How to Stop Your Brain in an Accident
494,2013,8,Twelve Reasons to Die
502,2013,8,Colored Sands
536,2013,8,You’re Nothing
576,2013,8,Immunity
582,2013,8,Loud City Song
584,2013,8,The Night’s Gambit
616,2013,8,Wakin on a Pretty Daze
617,2013,8,Meir
656,2013,8,Blood Donation
678,2013,8,Things That Happen at Day // Things That Happen at Night
693,2013,8,m b v
722,2013,8,Lousy With Sylvianbriar
762,2013,8,PEEP: The Aprocalypse
790,2013,8,Run the Jewels
794,2013,8,Silence Yourself
803,2013,8,Laid Out
816,2013,8,Soft Will
833,2013,8,Scratch 'n Sniff
857,2013,8,One of Us Is the Killer
859,2013,8,I See Seaweed
865,2013,8,Excavation
896,2013,8,Howl
907,2013,8,Is Survived By
969,2013,8,GNK
975,2013,8,Tape Two
986,2013,8,なんだこれくしょん
998,2013,7,Trap Lord
999,2013,7,LONG.LIVE.A$AP
1019,2013,7,Body Music
1045,2013,7,Amok
1065,2013,7,Silver Wilkinson
1070,2013,7,King Remembered in Time
1077,2013,7,Dour Candy
1112,2013,7,Ceres & Calypso in the Deep Time
1116,2013,7,"Portals to a Better, Dead World"
1155,2013,7,"New History Warfare, Volume 3: To See More Light"
1174,2013,7,Old
1179,2013,7,The Next Day
1190,2013,7,Nostalgic 64
1196,2013,7,Settle
1200,2013,7,Saturday
1213,2013,7,The Marshall Mathers LP 2
1235,2013,7,Beautiful Rewind
1262,2013,7,Crusher
1266,2013,7,The Man Who Died in His Boat
1270,2013,7,Watcher
1279,2013,7,Dynamics
1309,2013,7,Overgrown
1312,2013,7,The Inheritors
1316,2013,7,The Electric Lady
1324,2013,7,Innocence Is Kinky
1334,2013,7,Summer Knights
1359,2013,7,Hubardo
1363,2013,7,Entrench
1381,2013,7,6 Feet Beneath the Moon
1395,2013,7,Nostalchic
1396,2013,7,Once I Was an Eagle
1430,2013,7,Tempest
1431,2013,7,Matangi
1437,2013,7,Vapor City
1441,2013,7,Makthaverskan II
1459,2013,7,Melt Yourself Down
1473,2013,7,Fever Hunting
1474,2013,7,Julia With Blue Jeans On
1478,2013,7,Kismet
1483,2013,7,Abandon All Life
1540,2013,7,Honeys
1561,2013,7,Yessir Whatever
1564,2013,7,Ghost at the Finish Line
1598,2013,7,Flying Colours
1625,2013,7,Sugarbread
1628,2013,7,Parasite Brain
1665,2013,7,Endless Night
1675,2013,7,Har Nevo
1684,2013,7,Big Machines and Peculiar Beings
1697,2013,7,Hit The Waves
1708,2013,7,Hokey Fright
1709,2013,7,Indigoism
1715,2013,7,"Whenever, If Ever"
1718,2013,7,13.0.0.0.0
1751,2013,7,II
1756,2013,7,Modern Vampires of the City
1757,2013,7,Dorner vs. Tookie
1764,2013,7,{Awayland}
1805,2013,7,Fade
1831,2013,6,Blue Chips 2
1833,2013,6,Adam Green & Binki Shapiro
1842,2013,6,Endless Fantasy
1849,2013,6,Årabrot
1863,2013,6,The Headless Ritual
1872,2013,6,Obsidian
1908,2013,6,Tomorrow’s Harvest
1914,2013,6,The North Borders
1925,2013,6,California X
1936,2013,6,Acid Rap
1942,2013,6,"Decompositions, Volume Number One"
1945,2013,6,Hanging Gardens
1948,2013,6,Moody Coup
1955,2013,6,Nature Noir
1958,2013,6,Krak Attack 2: Ballad of Elli Skiff
1960,2013,6,CZARFACE
1966,2013,6,The Underground Resistance
1970,2013,6,The Blind Hole
1974,2013,6,Government Plates
1976,2013,6,Monomania
2003,2013,6,Quantum Leap
2006,2013,6,Doris
2022,2013,6,Factory Floor
2042,2013,6,Slow Focus
2080,2013,6,Forever
2111,2013,6,Magna Carta… Holy Grail
2157,2013,6,ARTPOP
2174,2013,6,Lung
2177,2013,6,Return to Annihilation
2190,2013,6,Watching Movies With the Sound Off
2210,2013,6,MGMT
2239,2013,6,Hesitation Marks
2241,2013,6,An Object
2252,2013,6,R Plus Seven
2255,2013,6,Valonielu
2266,2013,6,Muchacho
2289,2013,6,My Name Is My Name
2292,2013,6,Legends Never Die
2303,2013,6,Woman
2329,2013,6,Blood Tears
2371,2013,6,The Terror
2406,2013,6,Oddfellows
2413,2013,6,Chemistry of Consciousness
2423,2013,6,Wolf
2428,2013,6,Waiting for Something to Happen
2437,2013,6,Paracosm
2441,2013,6,Afraid of Heights
2501,2013,5,Reflektor
2545,2013,5,Rival Dealer
2553,2013,5,Because the Internet
2566,2013,5,Vertikal
2581,2013,5,Dysnomia
2592,2013,5,The Golden Age
2599,2013,5,Nothing Was the Same
2624,2013,5,Holy Fire
2634,2013,5,Aleph
2636,2013,5,Infestissumam
2666,2013,5,Born Sinner
2688,2013,5,The 20/20 Experience
2690,2013,5,Yeezus
2709,2013,5,The Blackest Beautiful
2721,2013,5,Hummingbird
2763,2013,5,Push the Sky Away
2767,2013,5,Home
2779,2013,5,Bankrupt!
2785,2013,5,Vexovoid
2834,2013,5,The Raven That Refused to Sing (and Other Stories)
2867,2013,5,Comedown Machine
2868,2013,5,The Lords of Flatbush
2873,2013,5,Kiss Land
2879,2013,5,Floating Coffin
2916,2013,5,Mosquito
2936,2013,5,With Love
2965,2013,4,Sempiternal
2981,2013,4,Static
3022,2013,4,Ready to Die
3032,2013,4,Law and Order
3105,2013,4,"Night Time, My Time"
3115,2013,4,Something Else
3125,2013,4,New Moon
3127,2013,4,Trouble Will Find Me
3137,2013,4,Anything in Return
3173,2013,3,AM
3185,2013,3,True Romance
3196,2013,3,Edward Sharpe & The Magnetic Zeros
3211,2013,3,Knock Madness
3275,2013,3,Miracle Mile
3278,2013,3,Heartthrob
3285,2013,3,Apocalypse
3289,2013,3,Owl Pharaoh
3307,2013,2,Burials
3310,2013,2,Cupid Deluxe
3331,2013,2,Indicud
3433,2013,-1,Nothing Violates This Nature
3438,2013,-1,13
3448,2013,-1,The Bones of What You Believe
3450,2013,-1,Random Access Memories Memories
3461,2013,-1,Fuzz
3463,2013,-1,Some Say I So I Say Light
3464,2013,-1,Interiors
3469,2013,-1,Unnatural Selection
3471,2013,-1,Howlin
3472,2013,-1,My Grandmas Basement
3483,2013,-1,Pure Heroine
3486,2013,-1,Seasons of Your Day
3489,2013,-1,Cold Spring Fault Less Youth
3494,2013,-1,Abandon
3500,2013,-1,Manifest Decimation
3501,2013,-1,More Light
3511,2013,-1,Sadsic
3512,2013,-1,Kveikur
3519,2013,-1,Uncanney Valley
3535,2013,-1,Unknown Death 2002
