id,video_date,score,name
26,2015,11,The Number of the Beast
43,2015,11,Straight Outta Compton
55,2015,11,I Talk With the Spirits
58,2015,11,Spiderland
62,2015,11,Phaedra
80,2015,10,Highway 61 Revisited
90,2015,10,Hounds of Love
91,2015,10,To Pimp a Butterfly
148,2015,9,The Powers That B
154,2015,9,M3LL155X
160,2015,9,Meliora
177,2015,9,Have You in My Wilderness
179,2015,9,The Epic
224,2015,9,Citizen Zombie
258,2015,8,Sound & Color
262,2015,8,Algiers
290,2015,8,GUUD
299,2015,8,Purple
319,2015,8,Vulnicura
362,2015,8,The Anthropocene Extinction
373,2015,8,Abyss
379,2015,8,No Now
388,2015,8,Never Were the Way She Was
401,2015,8,Every Hero Needs a Villain
439,2015,8,Poison Season
446,2015,8,If You’re Reading This It’s Too Late
454,2015,8,Get to Heaven
455,2015,8,"I Love You, Honeybear"
519,2015,8,Luminiferous
529,2015,8,Painted Shut
545,2015,8,Chinese Nü Yr
552,2015,8,Live From The Dentist Office
560,2015,8,We Cool?
569,2015,8,Divers
573,2015,8,B4.DA.$$
592,2015,8,Success
627,2015,8,Scar Sighted
628,2015,8,Blood
633,2015,8,Third Side of Tape
677,2015,8,so the flies don’t come
697,2015,8,Apex Predator – Easy Meat
727,2015,8,Garden of Delete
732,2015,8,A Special Episode Of
733,2015,8,Sun Coming Down
736,2015,8,Autumn Eternal
765,2015,8,Frozen Niagara Falls
808,2015,8,Key Markets
824,2015,8,PRODUCT
863,2015,8,The Documentary 2.5
876,2015,8,Beat the Champ
886,2015,8,Evermore: The Art of Duality
910,2015,8,Rodeo
934,2015,8,Multi‐Love
973,2015,8,White Men Are Black Men Too
977,2015,8,Kinison
983,2015,8,Xe
1004,2015,7,25
1006,2015,7,Supersonic Home
1060,2015,7,The Things We Do to Find People Who Feel Like Us
1078,2015,7,"Today, I Wrote Nothing"
1095,2015,7,The Magic Whip
1115,2015,7,Teens of Style
1120,2015,7,E•MO•TION
1140,2015,7,Stretch Music
1162,2015,7,Corpo-Mente
1172,2015,7,Invite the Light
1186,2015,7,Fashion Week
1199,2015,7,Kunk
1202,2015,7,Compton
1230,2015,7,"How Big, How Blue, How Beautiful"
1239,2015,7,Shadow of a Doubt
1251,2015,7,Twelve Reasons to Die II
1263,2015,7,Art Angels
1313,2015,7,In Colour
1338,2015,7,Lost Themes
1372,2015,7,Paper Mâché Dream Balloon
1387,2015,7,Exhausting Fire
1397,2015,7,Short Movie
1403,2015,7,Fantasy Empire
1413,2015,7,The Ark Work
1418,2015,7,Self Portrait
1429,2015,7,Tetsuo & Youth
1432,2015,7,Another One
1434,2015,7,GO:OD AM
1454,2015,7,Dreams Worth More Than Money
1488,2015,7,VEGA INTL. Night School
1535,2015,7,IF
1537,2015,7,La Chaise-Dyable
1542,2015,7,Suicide Euphoria
1556,2015,7,The Agent Intellect
1559,2015,7,King Push – Darkest Before Dawn: The Prelude
1563,2015,7,Innocent Country
1570,2015,7,Magnifique
