id,video_date,score,name
6,2019,11,Untrue
7,2019,11,The Cold Vein
57,2019,11,The Woods
68,2019,11,Give Up
107,2019,10,Toxicity
137,2019,9,Charli
187,2019,9,CALIGULA
188,2019,9,GREY Area
190,2019,9,H.A.Q.Q.
194,2019,9,Coin Coin Chapter Four: Memphis
210,2019,9,2020
229,2019,9,IGOR
234,2019,9,Titanic Rising
237,2019,9,Girl With Basket of Fruit
238,2019,9,ITEKOMA HITS
253,2019,8,Malibu Ken
259,2019,8,Miami Memory
265,2019,8,Little Electric Chicken Heart
267,2019,8,[USA]
281,2019,8,"thank u, next"
307,2019,8,HOMECOMING: THE LIVE ALBUM
313,2019,8,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
317,2019,8,Hiding Places
326,2019,8,Schlagenheim
335,2019,8,A Long Red Hot Los Angeles Summer Night
345,2019,8,GINGER
361,2019,8,Pang
382,2019,8,There Existed an Addiction to Blood
410,2019,8,uknowhatimsayin¿
413,2019,8,Sizzling
433,2019,8,ZUU
445,2019,8,Flamboyant
466,2019,8,Hi This Is Flume
478,2019,8,Bandana
525,2019,8,The Fall of Hobo Johnson
577,2019,8,All My Heroes Are Cornballs
606,2019,8,Infest the Rats’ Nest
611,2019,8,Return to Center
623,2019,8,Norman Fucking Rockwell!
632,2019,8,Sonic Citadel
639,2019,8,Cuz I Love You
658,2019,8,"Modern Flows, Vol. 2"
663,2019,8,Plastic Anniversary
760,2019,8,Originals
766,2019,8,Morbid Stuff
767,2019,8,Purple Mountains
772,2019,8,Guns
806,2019,8,"A Quiet Farwell, 2016–2018"
813,2019,8,Nothing Great About Britain
842,2019,8,Pyroclasts
855,2019,8,Trust in the Lifeforce of the Deep Mystery
866,2019,8,The Highwomen
911,2019,8,Braindrops
927,2019,8,The Origin of My Depression
935,2019,8,"Kankyō Ongaku: Japanese Ambient, Environmental & New Age Music 1980–1990"
968,2019,8,Polyhymnia
990,2019,7,1000 gecs
992,2019,7,i am > i was
1022,2019,7,American Football
1028,2019,7,Ventura
1072,2019,7,Two Hands
1073,2019,7,Shepherd in a Sheepskin Vest
1088,2019,7,Animated Violence Mild
1104,2019,7,Jaime
1121,2019,7,Dedicated
1161,2019,7,The Lost Boy
1201,2019,7,Dos City
1210,2019,7,E
1228,2019,7,MAGDALENE
1243,2019,7,The Wizrd
1248,2019,7,One of the Best Yet
1255,2019,7,the first glass beach album
1265,2019,7,WWCD
1287,2019,7,Doko Mien
1294,2019,7,XYZ
1299,2019,7,Injury Reserve
1308,2019,7,Assume Form
1374,2019,7,Changes
1380,2019,7,Fishing for Fishies
1455,2019,7,Fever
1466,2019,7,KIWANUKA
1492,2019,7,Ghosteen
1508,2019,7,Do You Feel Me?
1549,2019,7,Choke
1569,2019,7,Eve
1596,2019,7,Songs for the Firing Squad
1601,2019,7,Remind Me Tomorrow
1606,2019,7,Dog Whistle
1630,2019,7,Mazy Fly
1642,2019,7,Beware of the Dogs
1652,2019,7,I Also Want to Die in New Orleans
1654,2019,7,Life Metal
1656,2019,7,Negative Space
1658,2019,7,leaving meaning.
1719,2019,7,ANIMA
1727,2019,7,II
1770,2019,7,Come In
1807,2019,7,So Much Fun
1810,2019,7,It Wasn't Even Close
1816,2019,7,GENERASIAN
1822,2019,6,Rap or Go to the League
1844,2019,6,All Mirrors
1855,2019,6,WELCOME HOME
1881,2019,6,The Plugs I Met
1885,2019,6,TDT
1889,2019,6,Terror Management
1903,2019,6,Angel’s Pulse
1911,2019,6,"i,i"
1915,2019,6,Everythings for Sale
1919,2019,6,amo
1933,2019,6,Death Atlas
2001,2019,6,Revenge of the Dreamers III
2010,2019,6,Mirrorland
2031,2019,6,"Everything Not Saved Will Be Lost, Part 1"
2043,2019,6,Weeping Choir
2070,2019,6,Reflections
2092,2019,6,Is He Real?
2107,2019,6,Leak 04–13 (Bait Ones)
2116,2019,6,Quiet Signs
2127,2019,6,Death Race for Love
2137,2019,6,ARIZONA baby
2142,2019,6,Clarity
2148,2019,6,A Different Shade of Blue
2155,2019,6,Panorama
2162,2019,6,Electric Lady Sessions
2168,2019,6,7
2193,2019,6,Good Faith
2225,2019,6,Lost Wisdom pt. 2
2247,2019,6,Father of 4
2249,2019,6,Face Stabber
2261,2019,6,Buoys
2305,2019,6,The Sailor
2308,2019,6,Anger Management
2335,2019,6,We Are Not Your Kind
2341,2019,6,When I Get Home
2363,2019,6,Lover
2370,2019,6,No Geography
2372,2019,6,King’s Mouth: Music and Songs
2407,2019,6,Planetary Clairvoyance
2410,2019,6,Outer Peace
2424,2019,6,Father of the Bride
2434,2019,6,Memory
2439,2019,6,Syntheosis
2442,2019,6,Weezer [teal album]
2489,2019,5,House of Sugar
2510,2019,5,X 100PRE
2514,2019,5,Gold & Grey
2517,2019,5,Juice B Crypts
2528,2019,5,U.F.O.F.
2543,2019,5,MAP OF THE SOUL : PERSONA
2547,2019,5,Social Cues
2552,2019,5,Birth of Violence
2558,2019,5,Immunity
2561,2019,5,Everyday Life
2569,2019,5,CZARFACE Meets Ghostface
2570,2019,5,KIRK
2576,2019,5,Case Study 01
2579,2019,5,Psychodrama
2586,2019,5,Why Hasn’t Everything Already Disappeared?
2602,2019,5,So Far Gone
2606,2019,5,FEET OF CLAY
2623,2019,5,Flamagra
2650,2019,5,Fine Line
2656,2019,5,PROTO
2713,2019,5,EVERYBODY’S EVERYTHING
2787,2019,5,Hollywood’s Bleeding
2793,2019,5,[Rammstein]
2799,2019,5,Pony
