id,video_date,score,name
86,2012,10,The Money Store
96,2012,10,Madvillainy
100,2012,10,In the Aeroplane Over the Sea
122,2012,9,BBNG2
151,2012,9,Natural History
153,2012,9,The Idler Wheel Is Wiser Than the Driver of the Screw and Whipping Cords Will Serve You More Than Ropes Will Ever Do
181,2012,9,"good kid, m.A.A.d city"
202,2012,9,Ondatrópica
205,2012,9,Put Your Back N 2 It
227,2012,9,TNGHT
243,2012,8,Control System
245,2012,8,Rare Chandeliers
263,2012,8,An Awesome Wave
302,2012,8,Bloom
309,2012,8,4eva N a Day
315,2012,8,History Will Absolve Me
320,2012,8,Sentenced to Life
350,2012,8,Truant / Rough Sleeper
351,2012,8,Kindred
377,2012,8,Possession
383,2012,8,Attack on Memory
391,2012,8,All We Love We Leave Behind
409,2012,8,Silent Hour / Golden Mile
424,2012,8,No Love Deep Web
428,2012,8,Drought
474,2012,8,Take the Kids Off Broadway
500,2012,8,’ALLELUJAH! DON’T BEND! ASCEND!
518,2012,8,De Vermis Mysteriis
521,2012,8,Nehru Jackets
526,2012,8,Holograms
533,2012,8,kin
575,2012,8,ƒIN
590,2012,8,Alone Together
601,2012,8,R.A.P. Music
615,2012,8,Years Past Matter
641,2012,8,I.V.
642,2012,8,Galaxy Garden
665,2012,8,Beams
691,2012,8,Results
694,2012,8,Silencing Machine
747,2012,8,dripping
757,2012,8,Portico Quartet
779,2012,8,On Acid
820,2012,8,Narrow
828,2012,8,Sweet Heart Sweet Light
843,2012,8,Engine Room
846,2012,8,The Seer
848,2012,8,Lonerism
851,2012,8,Made Possible
861,2012,8,The Odds
864,2012,8,Breakthrough
884,2012,8,There’s No Leaving Now
890,2012,8,Echoes of Silence
894,2012,8,awE naturalE
906,2012,8,Harmonicraft
919,2012,8,Hair
920,2012,8,Slaughterhouse
952,2012,8,Sinews
955,2012,8,Nocturne
964,2012,8,Hasta la muerte
974,2012,8,Tape One
980,2012,8,Zammuto
1008,2012,7,Skelethon
1029,2012,7,Luxury Problems
1031,2012,7,Half Way Home
1054,2012,7,Yellow & Green
1055,2012,7,The Haunted Man
1069,2012,7,Live from the Underground
1090,2012,7,Four
1094,2012,7,Give Me My Flowers While I Can Still Smell Them
1114,2012,7,Duality
1125,2012,7,Tour Sampler CD-R
1127,2012,7,Something
1135,2012,7,Unknown Rooms: A Collection of Acoustic Songs
1147,2012,7,Instrumentals 2
1164,2012,7,Crystal Castles [ii]
1176,2012,7,ANX
1181,2012,7,Love This Giant
1194,2012,7,I Bet on Sky
1203,2012,7,Locked Down
1216,2012,7,Metahuman
1226,2012,7,The Lion’s Roar
1234,2012,7,Until the Quiet Comes
1236,2012,7,Pink
1238,2012,7,channel ORANGE
1256,2012,7,Eschatological Scatology
1257,2012,7,Blood for the Master
1268,2012,7,Cocody
1277,2012,7,Movement
1282,2012,7,In Our Heads
1325,2012,7,I Know What Love Isn't
1327,2012,7,Jessica Pratt
1335,2012,7,1999
1371,2012,7,"World, You Need a Change of Mind"
1401,2012,7,Is Your Love Big Enough?
1402,2012,7,WIXIW
1438,2012,7,The Heist
1477,2012,7,Clear Moon
1487,2012,7,Americana
1489,2012,7,Honor Found in Decay
1501,2012,7,Paralytic Stalks
1503,2012,7,OFF!
1514,2012,7,4NML HSPTL
1529,2012,7,Sorrow and Extinction
1532,2012,7,Light Up Gold
1547,2012,7,The Horror
1566,2012,7,Lo Fi Hi Fives: A Kind of Best Of
1584,2012,7,Roomful of Teeth
1595,2012,7,Bish Bosch
1600,2012,7,Tramp
1605,2012,7,Vacation
1608,2012,7,Valtari
1673,2012,7,Amongst These Splintered Minds//Leaden Thoughts Sing Softly
1696,2012,7,Noctourniquet
1698,2012,7,Open Your Heart
1700,2012,7,Transcendental Youth
1724,2012,7,Floral Green
1752,2012,7,Wreck
1761,2012,7,Order of Noise
1792,2012,7,Bend Beyond
1795,2012,7,No Youth
1814,2012,7,Idiom Wind
1825,2012,6,In the Middle of Infinity
1845,2012,6,Centipede Hz
1854,2012,6,Mature Themes
1874,2012,6,Dross Glop
1909,2012,6,The Bravest Man in the Universe
1917,2012,6,LUX
1939,2012,6,Come Sunday
1950,2012,6,Love Is Love // Return to Dust
1964,2012,6,Jiaolong
