id,video_date,score,name
18,2024,11,Earth 2: Special Low Frequency Version
21,2024,11,When the Pawn...
23,2024,11,Maggot Brain
24,2024,11,Demon Days
25,2024,11,Head Hunters
30,2024,11,Blue
60,2024,11,Soundtracks for the Blind
73,2024,11,Lincoln
75,2024,11,Flockaveli
82,2024,10,BRAT
110,2024,10,Abbey Road
126,2024,9,Lives Outgrown
138,2024,9,She Reaches Out to She Reaches Out to She
140,2024,9,Maze Envy
159,2024,9,The New Sound
168,2024,9,No Name
178,2024,9,The Thief Next to Jesus
180,2024,9,GNX
182,2024,9,You Won’t Go Before You’re Supposed To
185,2024,9,Patterns in Repeat
193,2024,9,Imaginal Disk
208,2024,9,SCRAPYARD
223,2024,9,A Dream Is All We Know
230,2024,9,Cutting the Throat of God
231,2024,9,American Standard
232,2024,9,Only God Was Above Us
249,2024,8,Bright Future
276,2024,8,Connecticut Casual: Chapter 2
287,2024,8,Night Reign
308,2024,8,COWBOY CARTER
331,2024,8,Absolute Elsewhere
334,2024,8,Love (the) Ominous World
344,2024,8,What Now
367,2024,8,Cool World
371,2024,8,It’s Sorted
378,2024,8,Diamond Jubilee
425,2024,8,You Like Music
434,2024,8,"King of the Mischievous South, Vol. 2"
465,2024,8,Cascade
481,2024,8,People Who Aren’t There Anymore
506,2024,8,As Grande As
520,2024,8,Cometh the Storm
543,2024,8,Tidal Memory Exo
574,2024,8,NO HANDS
579,2024,8,I LAY DOWN MY LIFE FOR YOU
583,2024,8,Something in the Room She Moves
603,2024,8,The Collective
614,2024,8,Inorganic Rites
640,2024,8,Ultra 85
646,2024,8,Samurai
648,2024,8,CAROUSEL FROM HELL
652,2024,8,#RICHAXXHAITIAN
669,2024,8,Loss of Life
671,2024,8,Songs About You Specifically
688,2024,8,The Great Bailout
690,2024,8,Night Palace
695,2024,8,Every Bridge Burning
710,2024,8,Silence Is Loud
720,2024,8,Why Lawd?
755,2024,8,SMILE! :D
782,2024,8,Big Ideas
854,2024,8,What a Fucking Nightmare
871,2024,8,Prelude to Ecstasy
880,2024,8,Wall of Eyes
922,2024,8,CHROMAKOPIA
928,2024,8,Twice Around the Sun
944,2024,8,Dark Times
965,2024,8,13” Frank Beltrame Italian Stiletto With Bison Horn Grips
970,2024,8,2093
978,2024,8,The Great American Bar Scene
988,2024,8,破爛酒店 (Hotel la Rut)
1003,2024,7,Anniversary
1016,2024,7,Girl With No Face
1056,2024,7,This Is How Tomorrow Moves
1075,2024,7,HIT ME HARD AND SOFT
1093,2024,7,Los Angeles
1107,2024,7,My Story Got Stories
1131,2024,7,Brat and it’s completely different but also still brat
1137,2024,7,Almighty So 2
1145,2024,7,Charm
1149,2024,7,VANISHING ACT II: ULTIMATE REALITY
1154,2024,7,The love it took to leave you
1163,2024,7,You Could Do It Tonight
1166,2024,7,the 8th cumming
1212,2024,7,Revelator
1215,2024,7,This Could Be Texas
1220,2024,7,WOOF.
1221,2024,7,Mahashmashana
1244,2024,7,WE DON’T TRUST YOU
1253,2024,7,SHINBANGUMI
1276,2024,7,Love Heart Cheat Code
1291,2024,7,TANGK
1314,2024,7,In Waves
1320,2024,7,Glimmer of God
1328,2024,7,Here in the Pitch
1332,2024,7,Moon Healer
1343,2024,7,Invincible Shield
1346,2024,7,Hyperdrama
1352,2024,7,ORQUÍDEAS
1360,2024,7,TIMELESS
1379,2024,7,Flight b741
1384,2024,7,Fine Art
1400,2024,7,Elite Vessel
1411,2024,7,Drop 7
1414,2024,7,The FORCE
1421,2024,7,nothing
1422,2024,7,100% PROD I.V.
1436,2024,7,MG Ultra
1442,2024,7,I Got Heaven
1456,2024,7,MEGAN
1461,2024,7,Mi Latinoamérica Sufre
1491,2024,7,Wild God
1519,2024,7,Muuntautuja
1522,2024,7,Stampede
1524,2024,7,SORCS 80
1548,2024,7,Negative Spaces
1567,2024,7,What a Devastating Turn of Events
1573,2024,7,HEIS
1592,2024,7,The Promise of Rain
1594,2024,7,BLUE LIPS
1629,2024,7,Songs of Blood and Mire
1639,2024,7,Dostrotime
1649,2024,7,Shhh...Don’t Jinx It
1650,2024,7,The Healer
1683,2024,7,Songs of a Lost World
1734,2024,7,Spiral in a Straight Line
1791,2024,7,empathogen
1819,2024,7,魔法学校
1823,2024,6,american dream
1827,2024,6,Britpop
1841,2024,6,Cartoon Darkness
1853,2024,6,eternal sunshine
1870,2024,6,Mid Spiral
1880,2024,6,Everybody Can’t Go
1892,2024,6,LAUGHINGFISH
1896,2024,6,Cold Visions
1940,2024,6,Atavista
1953,2024,6,The Crossroads
1957,2024,6,Dauntless Manifesto
1992,2024,6,Alligator Bites Never Heal
2034,2024,6,Three
2035,2024,6,Artificial Bouquet
2038,2024,6,You Only Die 1nce
2054,2024,6,plastic death
2056,2024,6,GLORIOUS
2113,2024,6,2023 Tapes
2128,2024,6,Fearless Movement
2199,2024,6,Mika's Laundry
2203,2024,6,3+5
2218,2024,6,Two Star & The Dream Police
2265,2024,6,i/o
2297,2024,6,Please Don’t Cry
2298,2024,6,Bird’s Eye
2309,2024,6,Triple Digits [112]
2314,2024,6,Short n’ Sweet
2318,2024,6,BLOODY ANGEL
2320,2024,6,In Sexyy We Trust
2348,2024,6,All Born Screaming
2401,2024,6,WORLD WIDE WHACK
2411,2024,6,Hole Erth
2417,2024,6,Clancy
2458,2024,6,Where’s My Utopia?
2468,2024,6,Sky Hundred
2470,2024,5,New World Depression
2554,2024,5,Bando Stone and the New World
2605,2024,5,Radical Optimism
2612,2024,5,The Death of Slim Shady (Coup de Grâce)
2614,2024,5,Harbour Century
2626,2024,5,Romance
2675,2024,5,Bad Cameo
2682,2024,5,The Party Never Ends
2693,2024,5,INSANO (NITRO MEGA)
2697,2024,5,If I Could Sing
2718,2024,5,From Zero
2728,2024,5,All Is Yellow
2822,2024,5,11th Dimension
2824,2024,5,Little Rope
2828,2024,5,Maybe in Nirvana
2841,2024,5,The Tortured Poets Department
2849,2024,5,What’s Wrong With New York?
2866,2024,5,Cutouts
2884,2024,5,QUANTUM BABY
2931,2024,5,Psykos
2943,2024,4,Soul Burger
2962,2024,4,Bleachers
2993,2024,4,HARDSTONE PSYCHO
3001,2024,4,Still
3021,2024,4,Y2K!
3035,2024,4,Everything I Thought It Was
3037,2024,4,Deeper Well
3042,2024,4,A LA SALA
3043,2024,4,INSANO
3092,2024,4,F-1 Trillion
3180,2024,3,POST HUMAN: NeX GEn
3201,2024,3,ten days
3202,2024,3,WE STILL DON’T TRUST YOU
3203,2024,3,MIXTAPE PLUTO
3206,2024,3,The Secret of Us
3207,2024,3,Saviors
3213,2024,3,Might Delete Later
3248,2024,3,Manning Fireworks
3273,2024,3,SOPHIE
3277,2024,3,The Tortured Poets Department
3286,2024,3,COYOTE
3298,2024,3,LYFESTYLE
3305,2024,2,VULTURES 2
3313,2024,2,LOVE LASTS FOREVER
3322,2024,2,One of Wun
3330,2024,2,143
3334,2024,2,Eternal Atake 2
3343,2024,2,BAD ASS F*CKING KID
3365,2024,1,The Great Impersonator
3383,2024,0,genre : sadboy
3386,2024,-1,u made me a st4r
3404,2024,-1,Goodbye Horses
3405,2024,-1,Valedictorian
3412,2024,-1,Penith (The DAVE Soundtrack)
3425,2024,-1,THINK LATER
3426,2024,-1,Like All Before You
3446,2024,-1,The Rise and Fall of a Midwest Princess
3465,2024,-1,"“NO TITLE AS OF 13 FEBRUARY 2024 28,340 DEAD”"
