id,video_date,score,name
8,2017,11,Trout Mask Replica
20,2017,11,In the Nightside Eclipse
49,2017,11,ATLiens
74,2017,11,Rain Dogs
108,2017,10,Remain in Light
127,2017,9,4eva Is a Mighty Long Time
135,2017,9,SATURATION
152,2017,9,Pure Comedy
198,2017,9,A Crow Looked at Me
201,2017,9,Mouth Moods
212,2017,9,RINA
218,2017,9,Common as Light and Love Are Red Valleys of Blood
260,2017,8,Forced Witness
261,2017,8,The Underside of Power
264,2017,8,Antisocialites
282,2017,8,Dedicated to Bobby Jameson
314,2017,8,Known Unknowns
346,2017,8,SATURATION III
348,2017,8,SATURATION II
384,2017,8,Forever
392,2017,8,The Dusk in Us
422,2017,8,Outrage! Is Now
448,2017,8,Wrong One to Fuck With
451,2017,8,Reflections of a Floating World
457,2017,8,Pleasure
464,2017,8,Crack‐Up
471,2017,8,Compassion
508,2017,8,GT Ultra
534,2017,8,Uyai
539,2017,8,Brutalism
544,2017,8,Neō Wax Bloom
557,2017,8,4:44
572,2017,8,All-Amerikkkan Bada$$
591,2017,8,Take Me Apart
608,2017,8,Flying Microtonal Banana
612,2017,8,Bravado
716,2017,8,Not the Actual Events
725,2017,8,Orc
730,2017,8,Brick Body Kids Still Daydream
734,2017,8,Thin Black Duke
735,2017,8,Heartless
745,2017,8,No Shape
759,2017,8,Caustic
761,2017,8,1992 Deluxe
764,2017,8,Relatives in Descent
771,2017,8,"Being You Is Great, I Wish I Could Be You More Often"
776,2017,8,Laila’s Wisdom
784,2017,8,Peasant
787,2017,8,Los ángeles
793,2017,8,Process
802,2017,8,Soul of a Woman
805,2017,8,First Opus
874,2017,8,Goths
924,2017,8,Flower Boy
930,2017,8,Written at Night
957,2017,8,Godfather
967,2017,8,FORGET
976,2017,8,Young Martha
994,2017,7,Without Warning
1014,2017,7,Alice Glass
1066,2017,7,Bicep
1079,2017,7,Utopia
1081,2017,7,Satan’s Graffiti or God’s Art?
1089,2017,7,World Eater
1103,2017,7,Science Fiction
1106,2017,7,Hug of Thunder
1130,2017,7,Number 1 Angel
1134,2017,7,Hiss Spun
1139,2017,7,"From A Room, Volume 2"
1153,2017,7,All This I Do for Glory
1160,2017,7,Mourn
1173,2017,7,Freudian
1182,2017,7,Dead Cross
1195,2017,7,Dirty Projectors
1237,2017,7,Hang
1271,2017,7,Conformicide
1285,2017,7,Ash
1295,2017,7,Savage Sinusoid
1300,2017,7,Drive It Like It’s Stolen
1301,2017,7,"Howling, for the Nightmare Shall Consume"
1326,2017,7,Memories Are Now
1341,2017,7,Rap Album Two
1345,2017,7,Turn Out the Lights
1364,2017,7,DAMN.
1367,2017,7,Rainbow
1377,2017,7,Polygondwanaland
1405,2017,7,Lil Pump
1419,2017,7,Melodrama
1420,2017,7,HUMANIAC
1433,2017,7,This Old Dog
1440,2017,7,Highly Rare
1468,2017,7,Culture
1469,2017,7,who told you to think??!!?!?!?!
1497,2017,7,Pharma
1510,2017,7,Baile Bucanero
1531,2017,7,After Laughter
1541,2017,7,Why Love Now
1553,2017,7,Nightmare Logic
1575,2017,7,Greatest Hits
1583,2017,7,Is This the Life We Really Want?
1635,2017,7,Hot Thoughts
1662,2017,7,Ctrl
1695,2017,7,50 Song Memoir
1701,2017,7,Sleep Well Beast
1782,2017,7,Boy Who Cried Wolf
1789,2017,7,A Shadow in Time
1809,2017,7,Packs
1811,2017,7,Duster's Lament
1828,2017,6,Still Striving
1830,2017,6,Blue Chips 7000
1856,2017,6,ROME
1876,2017,6,Volume 1: Flick Your Tongue Against Your Teeth and Describe the Present.
1886,2017,6,I Decided.
1989,2017,6,Raskit
2017,2017,6,A Fever Dream
2033,2017,6,Concrete and Gold
2039,2017,6,You Only Live 2wice
2044,2017,6,Trumpeting Ecstasy
2047,2017,6,The Far Field
2055,2017,6,Material Control
2063,2017,6,Painted Ruins
2100,2017,6,Crossover Ministry
2114,2017,6,Life Will See You Now
2131,2017,6,Witness
2144,2017,6,Murder of the Universe
2159,2017,6,Lust for Life
2161,2017,6,American Dream
2165,2017,6,As You Were
2185,2017,6,DROGAS Light
2229,2017,6,Mareridt
2238,2017,6,Add Violence
2244,2017,6,Who Built the Moon?
2275,2017,6,Poppy.Computer
2285,2017,6,Rainbow Mirror
2291,2017,6,Villains
2306,2017,6,Rather You Than Me
2330,2017,6,You Will Regret
2333,2017,6,English Tapas
2337,2017,6,Deadstar
2349,2017,6,MASSEDUCTION
2377,2017,6,Wonderful Wonderful
2385,2017,6,More Scared of You Than You Are of Me
2388,2017,6,Renaissance
2391,2017,6,Always Foreign
2393,2017,6,I See You
2398,2017,6,Drunk
2420,2017,6,Ty Segall
2429,2017,6,The Autobiography
2433,2017,6,Big Fish Theory
2451,2017,6,Thrice Woven
2461,2017,6,Stranger
2466,2017,6,Okovi
2488,2017,5,Rocket
2492,2017,5,Relaxer
2495,2017,5,Good for You
2500,2017,5,Arca
2518,2017,5,Somersault
2521,2017,5,I Tell a Fly
2527,2017,5,Double or Nothing
2568,2017,5,No Dope on Sundays
2589,2017,5,ken
2600,2017,5,More Life
2618,2017,5,Plunge
2631,2017,5,Future
2633,2017,5,SUPER SLIMEY
2641,2017,5,“Luciferian Towers”
2642,2017,5,At What Cost
2643,2017,5,Humanz
2646,2017,5,Mr. Davis
2648,2017,5,Something to Tell You
2696,2017,5,Sketches of Brunswick East
