id,video_date,score,name
28,2025,11,Ys
37,2025,11,Mezzanine
39,2025,11,The Infamous
40,2025,11,Altars of Madness
53,2025,11,Frizzle Fry
64,2025,11,Sunflower
66,2025,11,69 Love Songs
72,2025,11,Who’s Next
83,2025,10,Let God Sort Em Out
121,2025,9,Only Dust Remains
155,2025,9,EUSEXUA
166,2025,9,Goldstar
170,2025,9,Revengeseekerz
195,2025,9,"Magic, Alive!"
203,2025,9,Sinister Grift
228,2025,9,Fairyland Codex
251,2025,8,Black Hole Superette
257,2025,8,The Spiritual Sound
273,2025,8,Tether
297,2025,8,DeBÍ TiRAR MáS FOToS
322,2025,8,Forever Howlong
338,2025,8,"SABLE, fABLE"
355,2025,8,Heavy Metal
369,2025,8,In the Earth Again
412,2025,8,Stardust
418,2025,8,Cabin in the Sky
419,2025,8,Lonely People With Power
430,2025,8,Noble and Godlike in Ruin
450,2025,8,Live Laugh Love
453,2025,8,Perverts
461,2025,8,EUSEXUA
483,2025,8,gutta child
484,2025,8,Rock Doido
486,2025,8,Getting Killed
510,2025,8,You’re Weird Now
512,2025,8,Nested in Tangles
524,2025,8,Tomorrow We Escape
528,2025,8,Soft Spot
532,2025,8,Phonetics On and On
538,2025,8,Life is Violence
550,2025,8,A City Drowned in God’s Black Tears
568,2025,8,God Does Like Ugly
619,2025,8,Kyle Gordon Is Wonderful
635,2025,8,Lotus
650,2025,8,Balloonerism
659,2025,8,Pain to Power
673,2025,8,"goodbye, world!"
675,2025,8,Something Beautiful
680,2025,8,Pirouette
685,2025,8,Femme fatale
700,2025,8,Cancionera
705,2025,8,The Sword & The Soaring
715,2025,8,I Love My Computer
719,2025,8,The Passionate Ones
729,2025,8,Tranquilizer
740,2025,8,They Left Me With A Gun
741,2025,8,They Left Me With The Sword
763,2025,8,Attempted Martyr
770,2025,8,"Vanisher, Horizon Scraper"
818,2025,8,Worldwide
825,2025,8,MAD!
826,2025,8,Portrait of My Heart
839,2025,8,Carrie & Lowell
841,2025,8,The Film
852,2025,8,"No Rain, No Flowers"
853,2025,8,VII
868,2025,8,The Hives Forever Forever the Hives
891,2025,8,Hurry Up Tomorrow
921,2025,8,Snipe Hunter
925,2025,8,DON’T TAP THE GLASS
942,2025,8,viagr aboys
1026,2025,7,Anyway
1036,2025,7,Iconoclasts
1058,2025,7,Tunnel Vision
1076,2025,7,GOLLIWOG
1132,2025,7,REST IN BASS
1133,2025,7,Middle Spoon
1178,2025,7,The Boy Who Played the Harp
1189,2025,7,Private Music
1193,2025,7,Baby
1197,2025,7,Vie
1214,2025,7,All You Are Is We
1217,2025,7,"Willoughby Tucker, I’ll Always Love You"
1233,2025,7,Everybody Scream
1240,2025,7,Alfredo 2
1272,2025,7,I’ll Be Waving as You Drive Away
1318,2025,7,For Melancholy Brunettes (& sad women)
1329,2025,7,black british music (2025)
1337,2025,7,HYPERYOUTH
1355,2025,7,"Sincerely,"
1368,2025,7,Glockaveli: The Don
1373,2025,7,Phantom Island
1389,2025,7,MAYHEM
