id,video_date,score,name
9,2020,11,Hell Hath No Fury
11,2020,11,Jane Doe
27,2020,11,The Velvet Rope
42,2020,11,The Black Parade
61,2020,11,Laughing Stock
132,2020,9,Peaceful as Hell
134,2020,9,Miles: From an Interlude Called Life
141,2020,9,Visions of Bodies Being Burned
172,2020,9,What’s Your Pleasure?
184,2020,9,Song for Our Daughter
226,2020,9,"Last Year Was Weird, Vol. 2"
239,2020,9,アダンの風
250,2020,8,songs
255,2020,8,2017–2019
294,2020,8,God Has Nothing to Do With This Leave Him Out of It
337,2020,8,Manger on McNichols
340,2020,8,NO
343,2020,8,POST HUMAN: SURVIVAL HORROR
364,2020,8,how i’m feeling now
375,2020,8,Ungodly Hour
376,2020,8,Starting Over
385,2020,8,Underneath
394,2020,8,From King to a GOD
405,2020,8,Mystic Familiar
429,2020,8,Future Teenage Cave Artists
438,2020,8,UNLOCKED
442,2020,8,Home Body
444,2020,8,My Agenda
479,2020,8,Alfredo
503,2020,8,"Song Machine, Season One: Strange Timez"
511,2020,8,"Women in Music, Pt. III"
523,2020,8,West of Eden
531,2020,8,The Common Task
540,2020,8,Ultra Mono
547,2020,8,Alphaville
563,2020,8,NO DREAM
610,2020,8,Man Alive!
629,2020,8,Lianne La Havas
631,2020,8,Miss Colombia
638,2020,8,Origin of the Alimonies
649,2020,8,Circles
662,2020,8,The Consuming Flame: Open Exercises in Group Form
667,2020,8,Cumbia siglo XXI
687,2020,8,True Opera
701,2020,8,"Un canto por México, vol. 1"
714,2020,8,Cenizas
743,2020,8,Set My Heart on Fire Immediately
746,2020,8,Punisher
754,2020,8,I Disagree
773,2020,8,Innocent Country 2
774,2020,8,purple moonlight pages
786,2020,8,SAWAYAMA
789,2020,8,RTJ4
799,2020,8,Shabrang
834,2020,8,Heavy Is the Head
862,2020,8,American Head
870,2020,8,Little Dominiques Nosebleed
882,2020,8,The New Abnormal
931,2020,8,Lesions of a Different Kind
991,2020,7,1000 gecs and The Tree of Clues
993,2020,7,SAVAGE MODE II
1007,2020,7,Spirit World Field Guide
1023,2020,7,Limbo
1035,2020,7,All Thoughts Fly
1040,2020,7,KiCk i
1044,2020,7,Shrines
1046,2020,7,Planet’s Mad
1049,2020,7,YHLQMDLG
1063,2020,7,Burden of Proof
1071,2020,7,Detroit 2
1085,2020,7,"Streams of Thought, Vol. 3: Cane & Able"
1118,2020,7,Suddenly
1119,2020,7,Dedicated Side B
1141,2020,7,Quarantine Casanova
1142,2020,7,"CITY MORGUE, VOLUME 2: AS GOOD AS DEAD"
1152,2020,7,van
1206,2020,7,Future Nostalgia
1224,2020,7,Fetch the Bolt Cutters
1229,2020,7,Shore
1267,2020,7,None
1321,2020,7,Pixel Bath
1330,2020,7,Grime MC
1344,2020,7,Legends Never Die
1347,2020,7,Descendants of Cain
1354,2020,7,Sin miedo (del amor y otros demonios) ∞
1365,2020,7,High Road
1369,2020,7,Man on the Moon III: The Chosen
1383,2020,7,Notre‐Dame‐des‐Sept‐Douleurs
1390,2020,7,Chromatica
1415,2020,7,"pink, black, and orange in the corners."
1416,2020,7,No Pressure
1475,2020,7,græ
1484,2020,7,King’s Disease
1507,2020,7,Ugly Is Beautiful
1521,2020,7,Mestarin kynsi
1546,2020,7,THE GOAT
1554,2020,7,Immersion
1555,2020,7,Everything Sucks
1578,2020,7,Nightmare Vacation
1582,2020,7,Please Excuse Me for Being Antisocial
1632,2020,7,Spirit Possession
1638,2020,7,Be Up a Hello
1667,2020,7,evermore
1668,2020,7,folklore
1699,2020,7,Microphones in 2020
1713,2020,7,After Hours
1717,2020,7,Doped Runner Verse
1790,2020,7,Lamentations
1813,2020,7,Heaven to a Tortured Mind
1826,2020,6,7G
1891,2020,6,Endless Wound
1895,2020,6,THE ALBUM
1898,2020,6,333
1918,2020,6,"Down in the Weeds, Where the World Once Was"
1923,2020,6,Extinction Level Event 2: The Wrath of God
1987,2020,6,ENERGY
1994,2020,6,Crack a Light
2018,2020,6,RE-ANIMATOR
2036,2020,6,Likewise
2052,2020,6,We're New Again: A Reimagining by Makaya McCraven
2074,2020,6,DISCO4 :: PART I
2123,2020,6,Nectar
2130,2020,6,My Beautiful Dark Twisted Fantasy
2135,2020,6,Inner Song
2146,2020,6,K.G.
2154,2020,6,DISCO
2176,2020,6,I Let It in and It Took Everything
2201,2020,6,Good News
2213,2020,6,Plastic Hearts
2236,2020,6,Telas
2240,2020,6,Top Shotta
2251,2020,6,Magic Oneohtrix Point Never
2254,2020,6,"Anime, Trauma and Divorce"
2257,2020,6,Protean Threat
2274,2020,6,Shoot for the Stars Aim for the Moon
2282,2020,6,Everything is Beautiful
2284,2020,6,Ultimate Success Today
2311,2020,6,The Allegory
2353,2020,6,The Ascension
2362,2020,6,The Slow Rush
2375,2020,6,Kiss My Super Bowl Ring
2399,2020,6,It Is What It Is
2412,2020,6,Lament
2444,2020,6,Pray for Paris
2456,2020,6,Años en infierno
2471,2020,5,Modus Vivendi
2477,2020,5,Apple
2491,2020,5,There Is No Year
2504,2020,5,Positions
2509,2020,5,EL ÚLTIMO TOUR DEL MUNDO
2535,2020,5,EXETER
2537,2020,5,Rough and Rowdy Ways
2544,2020,5,MAP OF THE SOUL : 7
2550,2020,5,Making a Door Less Open
2557,2020,5,TOXIC BOOGALOO
2575,2020,5,Love + Light
2585,2020,5,Zeros
2598,2020,5,Heaven or Hell
2610,2020,5,Omens
2613,2020,5,Music to Be Murdered By
2651,2020,5,Petals for Armor
2658,2020,5,Inlet
2662,2020,5,Spirituality and Distortion
2671,2020,5,JACKBOYS
2672,2020,5,"CTV3: Cool Tape, Vol. 3"
2677,2020,5,A Written Testimony
2689,2020,5,TO FEEL ALIVE EP
2716,2020,5,LUV vs. the World 2
2735,2020,5,U-Void Synthesizer
2737,2020,5,Mark Kozelek with Ben Boye and Jim White 2
2742,2020,5,Suga
2765,2020,5,MOONCHILD
2803,2020,5,Róisín Machine
2832,2020,5,Spilligion
2844,2020,5,The Album
2845,2020,5,Notes on a Conditional Form
2846,2020,5,We Will Always Love You
2859,2020,5,Imploding the Mirage
2896,2020,5,Heavy Light
2899,2020,5,Shadow of Life
2932,2020,5,Starz
2973,2020,4,3.15.20
2983,2020,4,BLAME IT ON BABY
2984,2020,4,Afterburner
2990,2020,4,What Could Possibly Go Wrong
2999,2020,4,no future
3008,2020,4,A Hero’s Death
3009,2020,4,Sixteen Oceans
3010,2020,4,Pluto × Baby Pluto
3013,2020,4,Miss Anthropocene
3024,2020,4,That’s What They All Say
3027,2020,4,Act II: The Patents of Nobility (The Turn)
3039,2020,4,Smile
3050,2020,4,Dissimulation
3055,2020,4,Eternal Atake
3058,2020,4,Funeral
3073,2020,4,weight of the world
3077,2020,4,Mouth Dreams
3148,2020,4,Saint Cloud
3170,2020,3,TattleTales
3191,2020,3,Ohms
3193,2020,3,Dark Lane Demo Tapes
3204,2020,3,High Off Life
3222,2020,3,Mordechai
3228,2020,3,Virgo World
3233,2020,3,Lil Boat 3
3254,2020,3,Im Wald
3263,2020,3,New Beginnings
3276,2020,3,Aporia
3374,2020,1,SOUTHSIDE
3376,2020,1,Pegasus
3379,2020,0,Father of All Motherfuckers
3391,2020,-1,Sings Elvis
3396,2020,-1,Everything’s Strange Here
3397,2020,-1,Dreamland
3407,2020,-1,ADHD
3408,2020,-1,Changes
3410,2020,-1,My Turn
3416,2020,-1,Tickets to My Downfall
3419,2020,-1,Emergency Tsunami
3420,2020,-1,Good Intentions
3468,2020,-1,WUNNA
3528,2020,-1,Shadow Work
