id,video_date,score,name
139,2010,9,Business Casual
161,2010,9,A Sufi and a Killer
186,2010,9,This Is Happening
189,2010,9,Throat
199,2010,9,Unsilent Death
221,2010,9,The Way Out
235,2010,9,Public Strain
256,2010,8,Marrow of the Spirit
278,2010,8,The Suburbs
279,2010,8,ÞÞÞÞÞÞÞÞÞÞÞ
283,2010,8,Before Today
300,2010,8,Cerulean
330,2010,8,Penny Sparkle
339,2010,8,Satan Worshipping Doom
342,2010,8,Small Craft on a Milk Sea
363,2010,8,Rohnert Park
415,2010,8,"Sit Down, Man"
416,2010,8,Daughters
432,2010,8,Halcyon Digest
440,2010,8,Special Affections
441,2010,8,Mount Wittenberg Orca
467,2010,8,Cosmogramma
468,2010,8,Pattern+Grid World
493,2010,8,Apollo Kids
497,2010,8,All Day
499,2010,8,Ring
517,2010,8,Snakes for the Divine
555,2010,8,The ArchAndroid
600,2010,8,Shit Computer
624,2010,8,Homeland
645,2010,8,Holkham Drones
654,2010,8,Memphis
668,2010,8,Congratulations
683,2010,8,Special Moves
724,2010,8,First Four EPs
777,2010,8,LP4
814,2010,8,New Chain
838,2010,8,All Delighted People EP
844,2010,8,Urgency
860,2010,8,The Drums
878,2010,8,Clinging to a Scheme
879,2010,8,How I Got Over
881,2010,8,Rising Sun
883,2010,8,Sometimes the Blues Is Just a Passing Bird
885,2010,8,The Wild Hunt
917,2010,8,Forget
937,2010,8,Afro-Beat Airways: West African Shock Waves - Ghana & Togo 1972-1978
938,2010,8,Pomegranates
945,2010,8,King of the Beach
946,2010,8,Sports
960,2010,8,At Echo Lake
1067,2010,7,Dark Country Magic
1084,2010,7,Black Tambourine
1124,2010,7,The Lady Killer
1165,2010,7,Crystal Castles
1245,2010,7,In Evening Air
1261,2010,7,Lucky Shiner
1264,2010,7,Grinderman 2
1269,2010,7,Hippies
1273,2010,7,Pigeons
1278,2010,7,Latin
1447,2010,7,Pyramid of the Sun
1452,2010,7,Black City
1465,2010,7,Illumination
1499,2010,7,Desert Fires
1602,2010,7,Epic
1615,2010,7,Scary Monsters and Nice Sprites
1620,2010,7,Fever
1647,2010,7,Wild Smile
1669,2010,7,Four More Years
1676,2010,7,Brothers
1689,2010,7,Death Gate
1702,2010,7,Together
1720,2010,7,Summit
1725,2010,7,The Monitor
1728,2010,7,Maniac Meat
1747,2010,7,Bastard
1759,2010,7,Cloud Cuckooland
1774,2010,7,Hurley
1788,2010,7,Gemini
1862,2010,6,Transit Transit
1879,2010,6,Belle and Sebastian Write About Love
1883,2010,6,Sir Lucious Left Foot… The Son of Chico Dusty
1894,2010,6,Wilderness Heart
1928,2010,6,Swim
1967,2010,6,"Shut Up, Dude"
1983,2010,6,Something for Everybody
2002,2010,6,Jail La La
2012,2010,6,Black Masses
2013,2010,6,Does It Look Like I'm Here?
2068,2010,6,OJ Simpson
2071,2010,6,Happy Birthday
2099,2010,6,The Final Frontier
2124,2010,6,Go
2140,2010,6,Man on the Moon II: The Legend of Mr. Rager
2166,2010,6,Sisterworld
2222,2010,6,Paramatma
2242,2010,6,Everything in Between
2321,2010,6,TSOL
2339,2010,6,Treasure State
2352,2010,6,The Age of Adz
2360,2010,6,My Father Will Guide Me Up a Rope to the Sky
2361,2010,6,Innerspeaker
2364,2010,6,Ardour
2381,2010,6,Big Echo
2383,2010,6,High Violet
2408,2010,6,777
2430,2010,6,Becoming a Jackal
2436,2010,6,The Fool
2440,2010,6,Lawless Darkness
2449,2010,6,Expo 86
2505,2010,5,Oversteps
2506,2010,5,Down There
2522,2010,5,Crazy for You
2541,2010,5,Broken Bells
2559,2010,5,The People's Record
2565,2010,5,Doe Deer
2578,2010,5,Circle the Wagons
2639,2010,5,Broken Dreams Club
2644,2010,5,The Fall
2661,2010,5,Raw Power
2663,2010,5,Interpol
2730,2010,5,/\/\ /\ Y /\
2738,2010,5,Record Collection
2740,2010,5,Sidewalks
2743,2010,5,The Bride Screamed Murder
2761,2010,5,Le Noise
2769,2010,5,False Priest
2806,2010,5,Senior
2819,2010,5,d’Demonstrator
2843,2010,5,Patagonian Rats
2847,2010,5,The Budos Band III
2850,2010,5,Sea of Cowards
2869,2010,5,Lisbon
2935,2010,5,Face Tat
2944,2010,4,Crush
2961,2010,4,Album of the Year
2967,2010,4,Forgiveness Rock Record
2968,2010,4,Belus
2986,2010,4,Diamond Eyes
3007,2010,4,Total Life Forever
3020,2010,4,Love Remains
3046,2010,4,Come Around Sundown
3047,2010,4,Surfing the Void
3122,2010,4,Play It Strange
3156,2010,4,Portal of Sorrow
3172,2010,3,Anika
3258,2010,3,American Ghetto
3272,2010,3,Treats
3281,2010,3,"Tomorrow, in a Year"
3347,2010,2,King Night
3354,2010,2,Sex Dreams and Denim Jeans
3449,2010,-1,TRON: Legacy
3451,2010,-1,Dark Night of the Soul
